Year,Month,Day,Hour,Minute,Second,Classification
2022,9,22,5,40,0.5997998046875,0
2022,9,22,5,40,2.44980004882812,0
2022,9,22,5,40,4.2997998046875,0
2022,9,22,5,40,6.1497998046875,0
2022,9,22,5,40,7.99980004882813,0
2022,9,22,5,40,9.8497998046875,0
2022,9,22,5,40,11.6998000488281,0
2022,9,22,5,40,13.5497998046875,0
2022,9,22,5,40,15.3997998046875,0
2022,9,22,5,40,17.2498000488281,0
2022,9,22,5,40,19.0997998046875,0
2022,9,22,5,40,20.9498000488281,0
2022,9,22,5,40,22.7997998046875,0
2022,9,22,5,40,24.6497998046875,0
2022,9,22,5,40,26.4998000488281,0
2022,9,22,5,40,28.3497998046875,0
2022,9,22,5,40,30.1998000488281,0
2022,9,22,5,40,32.0497998046875,0
2022,9,22,5,40,33.8997998046875,0
2022,9,22,5,40,35.7498000488281,0
2022,9,22,5,40,37.5997998046875,0
2022,9,22,5,40,39.4498000488281,0
2022,9,22,5,40,41.2997998046875,0
2022,9,22,5,40,43.1497998046875,0
2022,9,22,5,40,44.9998000488281,0
2022,9,22,5,40,46.8497998046875,0
2022,9,22,5,40,48.6998000488281,0
2022,9,22,5,40,50.5497998046875,0
2022,9,22,5,40,52.3997998046875,0
2022,9,22,5,40,54.2498000488281,0
2022,9,22,5,40,56.0997998046875,0
2022,9,22,5,40,57.9498000488281,0
2022,9,22,5,40,59.7997998046875,0
2022,9,22,5,41,1.6497998046875,0
2022,9,22,5,41,3.49980004882813,0
2022,9,22,5,41,5.3497998046875,0
2022,9,22,5,41,7.19980004882813,0
2022,9,22,5,41,9.0497998046875,0
2022,9,22,5,41,10.8997998046875,0
2022,9,22,5,41,12.7498000488281,0
2022,9,22,5,41,14.5997998046875,0
2022,9,22,5,41,16.4498000488281,0
2022,9,22,5,41,18.2997998046875,0
2022,9,22,5,41,20.1497998046875,0
2022,9,22,5,41,21.9998000488281,0
2022,9,22,5,41,23.8497998046875,0
2022,9,22,5,41,25.6998000488281,0
2022,9,22,5,41,27.5497998046875,0
2022,9,22,5,41,29.3997998046875,0
2022,9,22,5,41,31.2498000488281,0
2022,9,22,5,41,33.0997998046875,0
2022,9,22,5,41,34.9498000488281,0
2022,9,22,5,41,36.7997998046875,0
2022,9,22,5,41,38.6497998046875,0
2022,9,22,5,41,40.4998000488281,0
2022,9,22,5,41,42.3497998046875,0
2022,9,22,5,41,44.1998000488281,0
2022,9,22,5,41,46.0497998046875,0
2022,9,22,5,41,47.8997998046875,0
2022,9,22,5,41,49.7498000488281,0
2022,9,22,5,41,51.5997998046875,0
2022,9,22,5,41,53.4498000488281,0
