Year,Month,Day,Hour,Minute,Second,Classification
2017,6,15,18,48,42.8078178710937,1
2017,6,15,18,48,44.6136411132812,1
2017,6,15,18,48,46.4194709472656,1
2017,6,15,18,48,48.2252041015625,1
2017,6,15,18,48,50.0309392089844,1
2017,6,15,18,48,51.8369250488281,1
2017,6,15,18,48,53.6427878417969,1
2017,6,15,18,48,55.4485700683594,1
2017,6,15,18,48,57.2544809570312,1
2017,6,15,18,48,59.0602900390625,1
2017,6,15,18,49,0.866156005859375,1
2017,6,15,18,49,2.67197998046875,1
2017,6,15,18,49,4.49730395507812,1
2017,6,15,18,49,6.30304907226563,1
2017,6,15,18,49,8.10949194335937,1
2017,6,15,18,49,9.91539916992187,1
2017,6,15,18,49,11.72116796875,1
2017,6,15,18,49,13.5270620117187,1
2017,6,15,18,49,15.3328979492188,1
2017,6,15,18,49,17.1387119140625,1
2017,6,15,18,49,18.9444680175781,1
2017,6,15,18,49,20.7503491210937,1
2017,6,15,18,49,22.5560830078125,1
2017,6,15,18,49,24.3619169921875,1
2017,6,15,18,49,26.1677680664062,1
2017,6,15,18,49,27.9736499023438,1
2017,6,15,18,49,29.7794709472656,1
2017,6,15,18,49,31.5852360839844,1
2017,6,15,18,49,33.3911740722656,1
2017,6,15,18,49,35.19695703125,1
2017,6,15,18,49,37.0029741210938,1
2017,6,15,18,49,38.8090520019531,1
2017,6,15,18,49,40.6149099121094,1
2017,6,15,18,49,42.4208979492187,1
2017,6,15,18,49,44.2267900390625,1
2017,6,15,18,49,46.0327749023438,1
2017,6,15,18,49,47.83862890625,1
2017,6,15,18,49,49.6444580078125,1
2017,6,15,18,49,51.4503759765625,1
2017,6,15,18,49,53.2563359375,1
2017,6,15,18,49,55.0621489257813,1
2017,6,15,18,49,56.8681381835938,1
2017,6,15,18,49,58.6738149414062,1
2017,6,15,18,50,0.479573974609375,1
2017,6,15,18,50,2.28536010742187,1
2017,6,15,18,50,4.09114599609375,1
2017,6,15,18,50,5.89710498046875,1
2017,6,15,18,50,7.7030498046875,1
2017,6,15,18,50,9.50903100585938,1
2017,6,15,18,50,11.3149919433594,1
2017,6,15,18,50,13.1208720703125,1
2017,6,15,18,50,14.9267360839844,1
2017,6,15,18,50,16.7326628417969,1
2017,6,15,18,50,18.5384360351562,1
2017,6,15,18,50,20.3441928710937,1
2017,6,15,18,50,22.1608359375,1
2017,6,15,18,50,23.9667438964844,1
2017,6,15,18,50,25.7726828613281,1
2017,6,15,18,50,27.5784060058594,1
2017,6,15,18,50,29.3843330078125,1
2017,6,15,18,50,31.1902329101563,1
2017,6,15,18,50,32.9961450195312,1
2017,6,15,18,50,34.80208203125,1
2017,6,15,18,50,36.6078210449219,1
2017,6,15,18,50,38.4135610351562,1
2017,6,15,18,50,40.2195920410156,1
2017,6,15,18,50,42.025583984375,1
2017,6,15,18,50,43.8315278320312,1
2017,6,15,18,50,45.6374599609375,1
2017,6,15,18,50,47.4432849121094,1
2017,6,15,18,50,49.2492099609375,1
2017,6,15,18,50,51.0550571289062,1
2017,6,15,18,50,52.8609279785156,1
2017,6,15,18,50,54.6667448730469,1
2017,6,15,18,50,56.4725239257813,1
2017,6,15,18,50,58.2785109863281,1
2017,6,15,18,51,0.08439501953125,1
2017,6,15,18,51,1.89052514648438,1
2017,6,15,18,51,3.69627807617187,1
2017,6,15,18,51,5.502201171875,1
2017,6,15,18,51,7.30820385742187,1
2017,6,15,18,51,9.11414404296875,1
2017,6,15,18,51,10.9200698242187,1
2017,6,15,18,51,12.7257521972656,1
2017,6,15,18,51,14.5317270507812,1
2017,6,15,18,51,16.3376140136719,1
2017,6,15,18,51,18.1436181640625,1
2017,6,15,18,51,19.9493500976563,1
2017,6,15,18,51,21.7551848144531,1
2017,6,15,18,51,23.5610791015625,1
2017,6,15,18,51,25.3670029296875,1
2017,6,15,18,51,27.1730129394531,1
2017,6,15,18,51,28.9787648925781,1
2017,6,15,18,51,30.784591796875,1
2017,6,15,18,51,32.5906420898437,1
2017,6,15,18,51,34.3965310058594,1
2017,6,15,18,51,36.2024108886719,1
2017,6,15,18,51,38.0101799316406,1
2017,6,15,18,51,39.8159460449219,1
2017,6,15,18,51,41.6218879394531,1
2017,6,15,18,51,43.4278359375,1
2017,6,15,18,51,45.2338349609375,1
2017,6,15,18,51,47.0429731445313,1
2017,6,15,18,51,48.8489899902344,1
2017,6,15,18,51,50.6547338867188,1
2017,6,15,18,51,52.4606999511719,1
2017,6,15,18,51,54.2665080566406,1
2017,6,15,18,51,56.0724260253906,1
2017,6,15,18,51,57.8783481445313,1
2017,6,15,18,51,59.6843559570313,1
2017,6,15,18,52,1.49019897460937,1
2017,6,15,18,52,3.29596899414063,1
2017,6,15,18,52,5.10184106445312,1
2017,6,15,18,52,6.90769091796875,1
2017,6,15,18,52,8.71353515625,1
2017,6,15,18,52,10.5194799804688,1
2017,6,15,18,52,12.3252229003906,1
2017,6,15,18,52,14.1310571289062,1
2017,6,15,18,52,15.9369331054687,1
2017,6,15,18,52,17.7426640625,1
2017,6,15,18,52,19.5484509277344,1
2017,6,15,18,52,21.3541818847656,1
2017,6,15,18,52,23.1599370117187,1
2017,6,15,18,52,24.9658820800781,1
2017,6,15,18,52,26.7717399902344,1
2017,6,15,18,52,28.5777170410156,1
2017,6,15,18,52,30.3835708007812,1
2017,6,15,18,52,32.18941796875,1
2017,6,15,18,52,33.9952431640625,1
2017,6,15,18,52,35.8010390625,1
2017,6,15,18,52,37.6070249023438,1
2017,6,15,18,52,39.413001953125,1
2017,6,15,18,52,41.2188859863281,1
2017,6,15,18,52,43.0248059082031,1
2017,6,15,18,52,44.8306291503906,1
2017,6,15,18,52,46.6363740234375,1
2017,6,15,18,52,48.4420991210937,1
2017,6,15,18,52,50.2478449707031,1
