Year,Month,Day,Hour,Minute,Second,Classification
2019,9,9,0,35,1.44980004882813,0
2019,9,9,0,35,3.2997998046875,0
2019,9,9,0,35,5.19980004882813,0
2019,9,9,0,35,7.0997998046875,0
2019,9,9,0,35,8.94980004882813,0
2019,9,9,0,35,10.8497998046875,0
2019,9,9,0,35,12.6998000488281,0
2019,9,9,0,35,14.5497998046875,0
2019,9,9,0,35,16.4498000488281,0
2019,9,9,0,35,18.2997998046875,0
2019,9,9,0,35,20.1497998046875,0
2019,9,9,0,35,21.9998000488281,0
2019,9,9,0,35,23.8497998046875,0
2019,9,9,0,35,25.7498000488281,0
2019,9,9,0,35,27.5997998046875,0
2019,9,9,0,35,29.4498000488281,0
2019,9,9,0,35,31.2997998046875,0
2019,9,9,0,35,33.1998000488281,0
2019,9,9,0,35,35.0497998046875,0
2019,9,9,0,35,36.8997998046875,0
2019,9,9,0,35,38.7498000488281,0
2019,9,9,0,35,40.5997998046875,0
2019,9,9,0,35,42.4498000488281,0
2019,9,9,0,35,44.2997998046875,0
2019,9,9,0,35,46.1497998046875,0
2019,9,9,0,35,47.9998000488281,0
2019,9,9,0,35,49.8497998046875,0
2019,9,9,0,35,51.6998000488281,0
2019,9,9,0,35,53.5497998046875,0
2019,9,9,0,35,55.3997998046875,0
2019,9,9,0,35,57.2498000488281,0
2019,9,9,0,35,59.0997998046875,0
2019,9,9,0,36,0.949800048828125,0
2019,9,9,0,36,2.7997998046875,0
2019,9,9,0,36,4.6497998046875,0
2019,9,9,0,36,6.49980004882813,0
2019,9,9,0,36,8.3497998046875,0
2019,9,9,0,36,10.1998000488281,0
2019,9,9,0,36,12.0497998046875,0
2019,9,9,0,36,13.8997998046875,0
2019,9,9,0,36,15.6998000488281,0
2019,9,9,0,36,17.5497998046875,0
2019,9,9,0,36,19.3997998046875,0
2019,9,9,0,36,21.2498000488281,0
2019,9,9,0,36,23.0997998046875,0
2019,9,9,0,36,24.9498000488281,0
2019,9,9,0,36,26.7997998046875,0
2019,9,9,0,36,28.6497998046875,0
2019,9,9,0,36,30.4998000488281,0
2019,9,9,0,36,32.3497998046875,0
2019,9,9,0,36,34.1998000488281,0
2019,9,9,0,36,36.0497998046875,0
2019,9,9,0,36,37.8997998046875,0
2019,9,9,0,36,39.7498000488281,0
2019,9,9,0,36,41.5997998046875,0
2019,9,9,0,36,43.4498000488281,0
2019,9,9,0,36,45.2997998046875,0
2019,9,9,0,36,47.1497998046875,0
2019,9,9,0,36,48.9998000488281,0
2019,9,9,0,36,50.8497998046875,0
2019,9,9,0,36,52.6998000488281,0
2019,9,9,0,36,54.5497998046875,0
2019,9,9,0,36,56.3997998046875,0
2019,9,9,0,36,58.2498000488281,0
2019,9,9,0,37,0.0997998046875,0
2019,9,9,0,37,1.94980004882812,0
2019,9,9,0,37,3.7997998046875,0
2019,9,9,0,37,5.6497998046875,0
2019,9,9,0,37,7.49980004882813,0
2019,9,9,0,37,9.3497998046875,0
2019,9,9,0,37,11.1998000488281,0
2019,9,9,0,37,13.0497998046875,0
2019,9,9,0,37,14.8997998046875,0
2019,9,9,0,37,16.7498000488281,0
2019,9,9,0,37,18.5997998046875,0
2019,9,9,0,37,20.4498000488281,0
2019,9,9,0,37,22.2997998046875,0
2019,9,9,0,37,24.1497998046875,0
2019,9,9,0,37,25.9998000488281,0
2019,9,9,0,37,27.8497998046875,0
2019,9,9,0,37,29.6998000488281,0
2019,9,9,0,37,31.5497998046875,0
2019,9,9,0,37,33.3997998046875,0
2019,9,9,0,37,35.2498000488281,0
2019,9,9,0,37,37.0997998046875,0
2019,9,9,0,37,38.9498000488281,0
2019,9,9,0,37,40.7997998046875,0
2019,9,9,0,37,42.6497998046875,0
2019,9,9,0,37,44.4998000488281,0
2019,9,9,0,37,46.3497998046875,0
2019,9,9,0,37,48.1998000488281,0
2019,9,9,0,37,50.0497998046875,0
2019,9,9,0,37,51.8997998046875,0
2019,9,9,0,37,53.7498000488281,0
2019,9,9,0,37,55.5997998046875,0
2019,9,9,0,38,11.9998000488281,0
2019,9,9,0,38,13.8497998046875,0
2019,9,9,0,38,15.6998000488281,0
2019,9,9,0,38,17.5497998046875,0
2019,9,9,0,38,19.3997998046875,0
2019,9,9,0,38,21.2498000488281,0
2019,9,9,0,38,23.0997998046875,0
2019,9,9,0,38,24.9498000488281,0
2019,9,9,0,38,26.7997998046875,0
2019,9,9,0,38,28.6497998046875,0
2019,9,9,0,38,30.4998000488281,0
2019,9,9,0,38,32.3497998046875,0
2019,9,9,0,38,34.1998000488281,0
2019,9,9,0,38,36.0497998046875,0
2019,9,9,0,38,37.8997998046875,0
2019,9,9,0,38,39.7498000488281,0
2019,9,9,0,38,41.5997998046875,0
2019,9,9,0,38,43.4498000488281,0
2019,9,9,0,38,45.2997998046875,0
2019,9,9,0,38,47.1497998046875,0
2019,9,9,0,38,48.9998000488281,0
2019,9,9,0,38,50.8497998046875,0
2019,9,9,0,38,52.6998000488281,0
2019,9,9,0,38,54.5497998046875,0
2019,9,9,0,38,56.3997998046875,0
2019,9,9,0,38,58.2498000488281,0
2019,9,9,0,39,0.0997998046875,0
2019,9,9,0,39,1.94980004882812,0
2019,9,9,0,39,3.7997998046875,0
2019,9,9,0,39,5.6497998046875,0
2019,9,9,0,39,7.49980004882813,0
2019,9,9,0,39,9.3497998046875,0
2019,9,9,0,39,11.1998000488281,0
2019,9,9,0,39,13.0497998046875,0
2019,9,9,0,39,14.8997998046875,0
2019,9,9,0,39,16.7498000488281,0
2019,9,9,0,39,18.5997998046875,0
2019,9,9,0,39,20.4498000488281,0
2019,9,9,0,39,22.2997998046875,0
2019,9,9,0,39,24.1497998046875,0
2019,9,9,0,39,25.9998000488281,0
2019,9,9,0,39,27.8497998046875,0
2019,9,9,0,39,29.6998000488281,0
2019,9,9,0,39,31.5497998046875,0
2019,9,9,0,39,33.3997998046875,0
2019,9,9,0,39,35.2498000488281,0
2019,9,9,0,39,37.0997998046875,0
2019,9,9,0,39,38.9498000488281,0
2019,9,9,0,39,40.7997998046875,0
2019,9,9,0,39,42.6497998046875,0
2019,9,9,0,39,44.4998000488281,0
2019,9,9,0,39,46.3497998046875,0
2019,9,9,0,39,48.1998000488281,0
2019,9,9,0,39,50.0497998046875,0
2019,9,9,0,39,51.8997998046875,0
2019,9,9,0,39,53.7498000488281,0
2019,9,9,0,39,55.5997998046875,0
2019,9,9,0,39,57.4498000488281,0
2019,9,9,0,39,59.2997998046875,0
2019,9,9,0,40,1.1497998046875,0
2019,9,9,0,40,2.99980004882813,0
2019,9,9,0,40,4.8497998046875,0
2019,9,9,0,40,6.69980004882813,0
2019,9,9,0,40,8.5497998046875,0
2019,9,9,0,40,10.3997998046875,0
2019,9,9,0,40,12.2498000488281,0
