Date,Time,Case,Primary Convective Type,Convective Lifecycle,TIMPS ID,TIMPS ID Propagation Speed [m/s],TIMPS ID Propagation Direction (from) [deg],Echo Type,Environment Falling In,Environment Falling In Notes,Environment Falling In Ambiguous,Partially In Precip,Falling Through Weak Stratiform (Onion-ish Profile (Typically On Outer Edge of Storm)),Low-level Inflow Sonde,Mid-level Inflow Sonde,Region,Associated with a TC,Associated with an AEW,Associated with ITCZ,Associated with Coast,Associated with SAL,Primary Convective Propagation,Environment Relative to Convective Pass,Direction Relative to Convection,Sfc Pressure [mb],Sfc Height [m],PBL Top [mb],PBL Top Height [m],Freezing Level [mb],Freezing Level Height [m],Upper Level Cap [mb],Upper Level Cap Height [m],M10 Celsius Level [mb],M20 Celsius Level [mb],M30 Celsius Level [mb],PBL RH [%],Mid Layer RH [%],Upper Layer RH [%],Deep Layer RH [%],Below FZL MUCAPE [J/kg],Above FZL MUCAPE [J/kg],Deep Layer MUCAPE [J/kg],MU CIN [J/kg],MU LCL [mb],MU EL [mb],MU Max LI [degC],MU Max LI Level [mb],MU Max LI Layer,Below FZL MLCAPE [J/kg],Above FZL MLCAPE [J/kg],Deep Layer MLCAPE [J/kg],ML CIN [J/kg],ML LCL [mb],ML EL [mb],ML Max LI [degC],ML Max LI Level [mb],ML Max LI Layer,SHARPpy Direct Method PBL Speed Shear [kts],SHARPpy Direct Method PBL Directional Shear [deg],SHARPpy Direct Method Mid Layer Speed Shear [kts],SHARPpy Direct Method Mid Layer Directional Shear [deg],SHARPpy Direct Method Upper Layer Speed Shear [kts],SHARPpy Direct Method Upper Layer Directional Shear [deg],SHARPpy Direct Method Deep Layer Speed Shear [kts],SHARPpy Direct Method Deep Layer Directional Shear [deg],10mb Interval Theta Gradient PBL Top [mb],10mb Interval Theta Gradient PBL RH [%],10mb Interval Theta Gradient Mid Layer RH [%],Max Profile Height [m],500m Bottom Cap Profile Height [m],500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg]
20220923,113517,19,Organized,Weakening,277703,4.5,158.6,Convective,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1008.4,13.3,940.9,620.3,559.3,4963.6,398.2,7615.1,452.5,365.4,298.5,82.7,83.3,51,73.9,58.4,100.7,159.1,-36.2,945.4,326.3,-1.88,451,,0.1,0.1,0.2,0,909,450.2,-0.06,775.9,,10.68,46.1,22.88,204.1,30.82,245.7,38.95,227.5,,,,11428.65,502.6,44,224.5
20220923,114018,19,Organized,Weakening,277703,4.5,158.6,Convective,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1007.5,7.8,929.9,710,558,4973.5,398.1,7615.7,428.5,366.4,296.6,88,89.1,51,77.1,219.6,229.1,448.7,-13.6,961.8,,0,909.8,,77,49,126,-68.9,927.7,323.8,-1.48,367.3,,14.46,61.2,23.8,238.4,24.42,235.7,33.8,234.7,,,,11411.48,497.6,46.79,233.5
20220923,114510,19,Organized,Weakening,277703,4.5,158.6,Convective,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.4,6.8,945.2,556.5,546.3,5137.4,397.6,7620.6,434.5,353.6,300.5,91.9,86.2,63.9,80.9,170.5,174.6,345.1,-1.1,968.6,250,-2.91,285.6,,81.2,93.8,174.9,-10.3,940.8,272.5,-1.78,459.6,,6.13,92.5,16.03,232.5,17.86,239.3,29.12,229,,,,11404.38,500.3,34.94,237.4
20220923,115425,19,Organized,Weakening,277703,4.5,158.6,Convective,In Precip,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.1,6.1,993.4,118,555.9,4993.9,397.7,7620.1,432.5,358.9,290.9,94.1,95.8,82.8,91.9,135,155.5,290.4,0,908.1,237.4,-0.01,242.7,,83.6,101.3,184.9,-4,947.6,310.1,-2.39,347.8,,5.05,347.6,14.87,246.6,10.91,307.7,23.9,284.1,,,,11456.38,501.8,21.25,264
20220923,115927,19,Organized,Weakening,279067,4.3,240.6,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.1,5.5,939.2,609.6,541.2,5221.6,398.4,7609.8,442.1,360.6,290.4,91.6,84.6,72.7,82.3,192.6,261.3,453.9,0,964,,,,,86.9,174.6,261.5,-2.8,940.3,244.4,-3.21,426.5,,9.03,48.9,16.45,238.7,11.71,229.6,19.3,237.2,,,,11443.37,500.9,25.76,226.6
20220923,120516,19,Organized,Weakening,279067,4.3,240.6,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.4,13.5,933.5,673.2,550.2,5095.2,398,7618.9,440.6,361.8,298.1,92.7,85.6,40.1,74.8,140.4,242.3,382.7,0,958.5,,-0.73,900.2,,84.9,190.6,275.5,-4.2,943.2,283.6,-2.84,458.9,,2.35,78.9,22.41,219.1,7.59,250.1,27.49,224.1,,,,11444.14,500.1,25.35,222
20220923,121351,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.7,7.8,951.9,499.6,562.2,4921.2,397.8,7619.1,444.1,362.8,295.4,90.7,82.2,33.9,68.2,161.8,349.2,511,-1.2,964.3,,-0.2,955.8,,93.6,268,361.5,-14.6,936.5,245.2,-3.37,412.8,,3.98,110.1,23.7,225,3.2,184.5,24.95,211.3,,,,11425.57,499.6,26.02,220
20220923,121756,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.4,12.2,935.7,651.8,555.9,5011.9,398.2,7617.5,442.9,366,294.5,91.3,83.3,42.6,72.4,195.4,386.7,582.1,0,963.2,,,,,93.9,286.2,380,-6,940.8,,-0.56,713.8,,3.61,82.5,20.32,219.5,4.92,205.5,22.84,210.1,,,,11428.67,500.1,25.63,214
20220923,122255,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,,,,,N/A,N/A,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1005.7,8.4,959.3,424.8,560.4,4947.2,398,7618.1,444.9,362.9,293.1,90,85.2,71.2,81.6,139,404.8,543.8,-11.2,969.7,,-0.42,781.9,,61.8,305.4,367.1,-35.9,936.9,,-0.62,808.6,,,,,,,,,,,,,11441.97,500.5,,
20220923,124223,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,SkewT/APR suggests maybe Clear Near,Yes,,,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1007.2,8.3,968.2,356,568.6,4827.6,397.7,7618.5,447.9,355.9,292.2,94.8,88.6,82.1,86.9,255.1,493.9,749.1,-0.8,983.5,,-0.34,958.7,,118.1,310.8,428.9,-40.8,926.5,,1.02,925.9,,8.89,270.1,18.46,252.6,11.81,105.1,17.35,240.5,,,,10421.14,497.2,13.2,199.6
20220923,124619,19,Organized,Weakening,279067,4.3,240.6,Stratiform,In Cloud,"SkewT doesn't show a lot of saturation though, but APR shows In Precip",Yes,,,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1005.6,8.1,962.6,393.7,574.4,4739.4,397.5,7615,447.2,361.1,293.7,95.2,81.8,89.3,85.1,246.3,538.6,785,-0.5,980.4,,-0.36,964.9,,110.5,364.2,474.7,-24.3,930.7,,-1.09,738.6,,3.92,290.7,32.32,233.8,17.71,90.1,21.03,216,,,,11432.37,498.4,22.33,198.9
20220923,125021,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1004.9,13.4,932.5,671.3,557.7,4974.7,397.4,7616.2,446.2,363.4,295.9,87.9,78.1,37.9,67.8,232.5,470.7,703.2,-0.1,950.9,,-0.4,937.2,,98.4,324.8,423.2,-17.2,923,235.2,-3.97,534,,4.88,337.6,18.38,223.4,9.04,188,24.01,220.9,,,,11422.19,500.8,26.32,212.6
20220923,125155,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.7,7.7,972.3,314.6,555.5,5011.4,397.5,7622.2,445.7,362.9,295.6,86.7,82.1,28.8,68.9,305.1,499,804.1,-1.6,975.2,,0.36,975.1,,125.3,327.7,452.9,-5.1,932,,-0.65,776,,6.28,19.8,21.53,218.6,5.22,188.6,20.21,217.2,,,,11422.21,501.4,26.12,212.8
20220923,125837,19,Organized,Weakening,279067,4.3,240.6,Convective,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.9,14,964.8,391.5,561,4945.5,398.2,7615.3,446,364.5,299.9,81.9,78.8,19.1,61,262.7,454.4,717.1,-5.3,954.8,,0.65,953.7,,167.7,355.9,523.7,-4.6,927.4,,-0.35,816.1,,7.08,276,17.95,215.4,3.59,210.8,25.84,228.5,,,,11329.35,498.4,18.35,208.4
20220923,130413,19,Organized,Weakening,279067,4.3,240.6,Convective,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.9,11.2,950.1,522.6,567.3,4849.9,397.8,7618.4,443.3,362.9,301.5,87.2,,26.5,,227.7,439.9,667.6,-7.1,953.4,,-0.65,846.9,,161.4,359.4,520.8,-19.4,928.4,237,-4.9,532.8,,7.93,13.7,23.51,213.6,8.28,164.8,21.74,199,,,,11325.44,507.8,29.38,196.2
20220923,130841,19,Organized,Weakening,279067,4.3,240.6,Convective,Clear Near,"SkewT doesn't show any saturation, though APR indicates In Precip",Yes,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1005.8,17.1,979.7,248.7,573,4764.4,398.2,7610,445.2,362.2,297.4,93.5,85.5,,,244.7,430.5,675.2,-3.9,962.1,,0.55,961.8,,182.8,366.6,549.4,-4.9,940.6,,0.63,940.3,,8.18,322.6,20.95,227.6,12.57,147.1,22.79,217.5,,,,11387.07,485,30.13,189.9
20220923,131209,19,Organized,Weakening,279067,4.3,240.6,Convective,In Precip,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.2,6,963.8,384.6,559.7,4939,396.8,7620.9,446.1,361,294.4,91.9,90.1,48.9,78.1,303.7,383.5,687.2,0,979,,,,,138.9,220.8,359.7,-7.8,937.1,251.6,-3.08,389.9,,,,,,,,,,,,,11431.22,500.9,,
20220923,132358,19,Organized,Weakening,279067,4.3,240.6,Convective,Clear Near,SkewT suggests maybe In Cloud,Yes,,,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1005.7,7.3,973.6,294.1,562.2,4910.1,397.2,7620.2,439.9,362.6,295.7,82.7,83.7,52.1,74.3,206.1,407.8,613.9,-9.5,957.9,,-0.67,878.6,,117.3,301.5,418.7,-17.4,923.2,255.3,-3.91,538.1,,6.53,27.5,19.28,233.2,12.03,194,23.31,221.6,,,,11094.35,501.9,28.52,217.3
20220923,134112,19,Organized,Weakening,279067,4.3,240.6,Stratiform,In Cloud,SkewT suggests maybe In Cloud,Yes,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.2,7.6,979.9,242.6,,,397.4,7616.9,444.8,361.7,294.8,89.6,,,,,,,,,,,,,,,,,,,,,,6.36,346.2,,,,,14.35,215.8,,,,10136.95,495.3,23.76,201
20220923,134440,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1006.6,7.6,973.6,302,575.1,4734.9,400.6,7560,446.8,362.2,294.2,88.6,86.1,,,180,329.7,509.7,-24.1,969.5,,0.76,969.2,,116.7,244.5,361.2,-50.6,922.9,,1.44,922.5,,5.46,4,6.37,222.7,,,,,,,,10153.96,497.9,,
20220923,135114,19,Organized,Weakening,279067,4.3,240.6,Stratiform,In Cloud,Going through evaporating/dissipating stratiform; might be In Cloud,Yes,,Yes,Yes,Yes,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1005.2,8.6,971.5,309.1,570.3,4799.2,397.2,7618.5,451.5,358.7,291.9,77.2,77.1,92.8,81.8,61.5,237.7,299.3,-118.6,944.1,301.5,-2.67,492.7,,34.3,139,173.3,-173.9,913.7,337.6,-0.38,364.2,,4.55,2.2,7.09,188.1,6.55,171.3,9.05,179.1,,,,10139.13,502.2,14.91,181.9
20220923,135735,19,Organized,Weakening,279067,4.3,240.6,Stratiform,Clear Near,SkewT suggests maybe In Cloud,Yes,,,Yes,No,Eastern Atlantic,Yes,Yes,No,No,Maybe,,,,1004.7,8.4,966.9,347.4,555.9,5005.9,397.3,7619.2,447.7,361.3,294,91.6,78.2,79.8,79.4,193.7,477.8,671.5,-3.6,970.7,,-0.66,773,,116.6,370.8,487.4,-36.4,933.3,,0.37,932.9,,4.57,17.2,2.31,201.2,6.77,179.7,4.62,171.2,,,,10106.58,501,8.75,187.9
20220926,72222,20,Organized,Growing,289906,6,301.4,Stratiform,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1007.3,12.6,982.1,235,576.7,4699.5,397.1,7610.7,451.7,366.5,306.7,92.7,91.5,85,89.6,381.6,456.5,838.1,0,934.7,,,,,279.4,341,620.4,-5,949.2,,0.54,948.7,,6.82,250.4,6.01,246.1,26.27,101.3,16.88,126.4,,,,11390.96,500.9,22.13,82.3
20220926,73245,20,Organized,Growing,289906,6,301.4,Stratiform,Clear Near,SkewT/APR suggests maybe Clear Near,Yes,,,Yes,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1006.4,13.6,988.4,172,571.2,4765.6,396,7620.4,453.2,363.3,303.5,89.6,81,90.1,84,257.3,273.7,531,-11.2,938.6,,0.63,938.4,,236.6,248.4,485,-13.7,933.6,231.3,-4,632.1,,5.69,194.9,10.74,208.5,23.88,105.2,27.33,143.6,,,,11376.86,505.5,24.98,122.6
20220926,74043,20,Organized,Mature,290529,5.9,174.2,Stratiform,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1007.6,8.1,1001.1,64.8,577.2,4684.2,396.4,7616.6,447.7,361.9,302.3,84.6,90.3,92.9,91.1,503.3,558.6,1061.9,0,844.6,,0.01,844.5,,447.2,460.2,907.4,-6.1,951.2,,-2.51,822.8,,0.64,74.5,4.99,154.1,16.67,73.7,19.27,88.9,,,,11402.51,498,15.87,79.8
20220926,75133,20,Organized,Mature,290529,5.9,174.2,Stratiform,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1007.4,8.2,984.2,212.9,579.4,4650.2,397.4,7594.8,451,363.2,302,95.5,82.6,93.3,86.4,417.5,462,879.5,0,892.4,,0,892.2,,347.5,374.3,721.8,-4.3,955,,0.04,954.9,,0.79,24,11.55,8.9,24.47,143.9,18.26,114.6,,,,11388.94,498.3,24.15,119.5
20220926,80704,20,Organized,Weakening,290529,5.9,174.2,Stratiform,In Precip,"In Precip below 750mb? Otherwise Clear Near, per APR",Yes,Yes,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1006.3,8.7,992.4,131.4,563,4883.4,399.1,7561.6,454.4,360.4,304.7,89.9,,81.8,91.9,498.5,524.1,1022.6,0,957.1,,0.01,956.4,,325,372.8,697.8,-4.2,949.5,,-2.4,804,,1.37,20.8,17.82,81.7,10.12,248.9,8.74,88.5,,,,11389.63,498.3,18.04,120.5
20220926,81402,20,Organized,Weakening,290529,5.9,174.2,Stratiform,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,974.7,300.8,,,566.9,4830.6,396.7,7618.2,454.9,371.1,304.3,,92.4,86.4,,,,,,,,,,,,,,,,,,,,,,,,9.1,178.3,,,,,,11397.71,521.3,33.58,94.8
20220926,82323,20,Organized,Growing,289906,6,301.4,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1008,7.9,967.1,370.7,574.9,4730.4,396.6,7621.8,453.3,370.4,304.5,83.8,84.2,82.8,83.9,38.2,86.7,124.9,-68.2,962,353.8,-0.72,389.4,,0,0,0,0,897.9,897.9,2.52,897.8,,3.95,286,27.75,88.7,7.63,119,30.61,93.1,,,,11388.08,499.8,33.72,98.4
20220926,83006,20,Organized,Growing,289906,6,301.4,Stratiform,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1007.6,13.4,989.1,175.3,563.1,4900.1,397,7620.2,450.1,372.4,308.2,93,97.7,83.3,93.3,33,82.3,115.3,-12,870,266.6,-1.53,365.7,,2.6,6.4,9,-78.8,944,326.8,-0.11,348.3,,1.36,290.1,9.33,122.1,32.66,87.9,39.19,94,,,,11367.85,499.6,37.58,96.6
20220926,83900,20,Organized,Growing,289906,6,301.4,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1008.2,10.5,936.2,662.4,594.1,4465.4,397.2,7612.8,449.1,369.5,310.4,90.8,73.3,82.7,78.3,436.2,632.1,1068.2,0,963.4,,,,,302.4,462.6,765,-0.6,935.7,,0.23,935.6,,8.48,330.3,10.46,26.3,13.64,111.4,17.75,47.8,,,,11385.08,502.5,18.96,66.7
20220926,85546,20,Organized,Weakening,290529,5.9,174.2,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.1,12.7,953.2,514.8,568.8,4826.3,397.5,7612.2,459.2,368,304.7,80.2,44.3,69.4,55,408.5,480.5,889,-5.2,946.8,,0.6,946.5,,185.9,211.2,397,-30.4,901.5,236.1,-3.93,677.5,,2.66,271.8,5.96,54.1,26.6,106,27.84,97.8,,,,11386.17,499.3,30.37,97.7
20220926,90432,20,Organized,Weakening,290529,5.9,174.2,Stratiform,In Cloud,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1002.6,57.2,,,557.9,4965.6,396.5,7620.2,449.2,367.9,304.4,,59.9,86.6,,,,,,,,,,,,,,,,,,,,,,,,19.22,118,34,122.4,,,,11378.4,504.8,33.72,119.2
20220926,90832,20,Organized,Mature,289906,6,301.4,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1008.2,18.7,936.6,666.7,562.7,4908.1,397.2,7614.8,452.4,363.2,303.9,82.3,,81.3,,454.9,445.8,900.7,-1.9,943.2,,0.33,942,,218.8,191,409.8,-14.5,901.6,235.9,-3.37,671.6,,1.45,263.4,1.97,341.1,36.09,113,33.56,111.8,,,,11385.43,500.2,33.71,112.9
20220926,91234,20,Organized,Mature,289906,6,301.4,Convective,In Cloud,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.1,8,939.3,639.5,580.4,4600,397,7616,452.6,366.6,303.3,80.6,66.4,,,451.6,516,967.6,-0.7,949.2,,0.14,948.9,,216.6,246.1,462.7,-8.8,907.8,236.9,-4.37,528.5,,3.98,329,5.59,195.9,30.47,107.7,26.37,114.6,,,,11391.66,500.6,28.4,120.6
20220926,92210,20,Organized,Mature,289906,6,301.4,Stratiform,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.8,8.2,999.9,94,563.1,4903.6,397.6,7616.9,448.7,365.9,304.9,89.9,82.7,87.5,84.3,71.3,16.1,87.4,-28.5,902.3,398.9,-0.23,404.8,,12.5,0,12.5,-122.9,894.3,589,-0.71,629.2,,3.76,228.4,4.03,269.4,16.37,74.4,9.07,76.4,,,,11420.67,500.7,14.2,113.1
20220926,94224,20,Organized,Mature,289906,6,301.4,Stratiform,In Cloud,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1006.9,23.1,989.6,176.6,595,4455.5,397.3,7607.8,450.7,361,303.6,88.4,64.8,91.4,75.4,397.1,581.5,978.6,-9.5,976.1,,1.16,975.9,,218.3,337.8,556,-9.3,915.8,,0.75,915.3,,3.69,267.5,12.64,224.4,31.32,99,22.55,129,,,,11419.27,498.7,31.09,115.6
20220926,94718,20,Organized,Mature,289906,6,301.4,Stratiform,In Cloud,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.6,7.3,952.1,525.5,582.6,4621.6,397,7619.8,455.2,371.1,303.7,75.9,63.4,80.3,69.5,382.6,519.9,902.5,-5.7,943.3,,0.73,942.9,,158.7,224.4,383.1,-32.1,896.4,294.7,-3.76,550.4,,5.61,279.9,0.53,31.1,29.23,123.6,24.02,127.1,,,,11386.6,500.5,29.06,122.1
20220926,102447,20,Organized,Growing,289906,6,301.4,Convective,In Cloud,SkewT suggests maybe In Cloud,Yes,,,Yes,Yes,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.9,13.4,970.2,365.6,565.8,4874.7,397.9,7617.5,443.1,361.9,304.4,87.2,93.4,72.6,86.8,94.9,70.2,165.1,-8.7,966.8,263.3,-1.54,611.9,,53.5,31.4,85,-11,937,420.6,-0.1,428.5,,7.09,49.8,21.37,119.9,8.06,92.2,32.85,101.5,,,,11412.73,499.4,27.74,115.7
20220926,102813,20,Organized,Growing,289906,6,301.4,Convective,In Precip,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1011.2,8.4,1011.2,8.4,560.5,4944.6,397.2,7619.6,459.8,366.8,305.2,,,,,,,,,,,,,,,,,,,,,,,0,180,32.05,128.4,16.37,41.1,36.52,100.9,,,,11377.12,499.1,31.63,99.6
20220926,104156,20,Organized,Growing,289906,6,301.4,Convective,In Precip,SkewT suggests maybe In Cloud,Yes,Yes,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.9,7.3,974,325.6,554.5,5040.4,398,7620.1,453.2,367.9,308.6,93.8,87.8,72.1,83.9,347,379.5,726.5,-0.2,954.3,,0.16,953.9,,226.5,264.9,491.4,-5.6,948,,0.69,947.6,,7.39,93,5,126.3,2.6,111.1,14.53,107.5,,,,11425.89,500.8,7.57,32.2
20220926,110009,20,Organized,Growing,290380,1.2,199.6,Convective,In Cloud,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.3,7.8,968.3,373.2,566.4,4859,397.6,7617.6,457.6,364.2,302.2,87,93.2,78.3,88.1,249,286.3,535.4,-2.2,970.4,,-0.05,945.3,,83.9,108.5,192.4,-9.7,927.3,294.8,-0.03,300.2,,6.3,99.6,10.92,114.2,6.6,332.5,13.61,88.7,,,,10868.99,498.4,3.5,63.6
20220926,111004,20,Organized,Growing,290380,1.2,199.6,Convective,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,No,Maybe,,,,1009.2,13,925.9,770.6,574.8,4752.1,398.3,7618.5,448.7,369.3,,90.7,80.9,62.5,76.5,416.5,551.1,967.6,0,956.6,,,,,303,427,730,-0.1,936.6,,0.03,936.1,,4.27,126.6,12.43,141.4,8.71,310.4,8.12,145.4,,,,9505.11,502.5,6.85,135.1
20220929,104611,21,Organized,Mature,300750,11.8,89.7,Stratiform,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.7,8.1,956.1,479.4,574.4,4745.5,397.3,7614.2,453.5,361.2,301.6,85.5,85.8,78,83.5,233.7,392.2,625.9,-13.1,947.2,,-1.13,857.5,,199.6,348.4,548,-12.4,924.2,,-0.88,857.5,,5.65,18.4,6.42,189.7,3.43,210.7,3.82,196.4,,,,11391.95,499.4,10.91,194.7
20220929,111112,21,Organized,Mature,298019,5.7,67.5,Stratiform,In Cloud,,,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.8,11.5,952.3,519.2,583.9,4625.7,397.8,7618.4,457.9,365.1,300.7,86.5,74.7,87,79.5,263.4,462.2,725.6,-18.8,957.2,,-0.13,955.5,,91.4,206.4,297.7,-56.3,905.8,286.9,-0.05,295.5,,7.8,122.3,21.06,326.5,6.85,190.5,8.91,318.9,,,,11393.7,499.7,15.27,315.1
20220929,113435,21,Organized,Mature,298019,5.7,67.5,Stratiform,In Cloud,Going through evaporating/dissipating stratiform; might be In Precip,Yes,,Yes,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1010,8.5,946.2,580.4,579.7,4685,397.8,7620.5,455.1,366,300.1,87,79,92.8,84.3,145.3,342.4,487.6,-21.4,962.3,,-0.51,844.7,,61.3,152.7,213.9,-103.2,915.7,348.5,-1.96,541.6,,18.05,143.1,24,292.2,12.96,147.9,16.96,195.1,,,,11396.81,503.4,13.47,262.3
20220929,120226,21,Organized,Mature,300750,11.8,89.7,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1009.4,14.2,973.9,330.8,570,4828.1,398.5,7608.2,458.3,371.6,302.2,87,85.9,75.6,83.1,314.2,543,857.2,-2.7,970.6,,0.54,970.4,,140.9,358.9,499.8,-3.5,930.1,,0.01,839.6,,4.65,249.3,16.92,133.2,5.24,20.4,12.76,130.5,,,,11421.6,502.5,15.49,110.9
20220929,121037,21,Organized,Mature,300750,11.8,89.7,Stratiform,In Cloud,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1009.1,13.4,971.7,345.7,578.2,4708,398.1,7611,462.1,368.3,304.4,83.4,81.2,90.7,84.2,104.1,324.5,428.6,-45.6,949.4,,0.91,949.1,,44.3,172,216.3,-112.9,912.2,326.1,-2.11,445.6,,7.52,14.5,9.46,63.4,16.31,197.5,6.55,124.5,,,,10693.07,500.5,15.5,157.4
20220929,123022,21,Organized,Mature,300750,11.8,89.7,Stratiform,In Cloud,SkewT suggests maybe In Cloud,Yes,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1009.6,13.8,965,411.4,573.6,4763.2,397.5,7621,455.9,367.6,304.7,90,90.2,89.3,89.9,284.2,360.1,644.3,-1.2,971.3,,0.18,970.7,,141.7,197.1,338.8,-10.8,932.7,237.6,-2.42,631.5,,7.66,220.1,16.14,141.1,6.99,321.2,13.05,176.5,,,,11394,501.4,6.96,151.5
20220929,124353,21,Organized,Mature,300750,11.8,89.7,Stratiform,Clear Near,,,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.9,13.1,978.8,278.9,567.8,4838.5,397.4,7616.4,455.1,367.1,305.7,91.3,92.1,79,88.1,279.2,314.3,593.5,-0.8,986.2,,0.26,986.1,,152.6,183.7,336.2,-3.6,942.9,273.2,-2.31,342.2,,6.6,288.8,18.31,81.5,3.95,115,15.79,77.7,,,,11377.11,502.1,23.05,93
20220929,125546,21,Organized,Weakening,298019,5.7,67.5,Convective,Clear Near,,,,,Yes,Yes,Eastern Atlantic,No,Yes,No,Yes,No,,,,1008.6,7.2,986.8,199.4,569,4820.7,397.5,7614.9,456.7,366,300.5,96.2,88.9,76.3,85.2,133.9,272.7,406.6,-8.6,983.3,,-0.04,836.5,,112.9,245.3,358.1,-16.3,956.4,,-0.15,956.1,,2.18,195.9,10.88,182.9,8.8,323.3,8.56,228.8,,,,11385.09,500.1,8.74,252.7
20220929,131241,21,Organized,Weakening,300750,11.8,89.7,Stratiform,Clear Near,SkewT/APR suggests maybe Clear Near,Yes,,,No,No,Eastern Atlantic,No,Yes,No,Yes,No,,,,1007.3,16.5,924.1,771.8,576.5,4709.6,396.8,7621.2,458.4,365.9,303.4,84.7,82.1,81.1,82.1,209.7,330.4,540.1,-10.2,944.8,,-1.18,894.5,,105.2,180.7,286,-39.5,923.9,299.1,-2.29,455.6,,7.32,118.3,17.03,351.2,21.15,221.5,10.46,256.1,,,,11393.02,501.8,14.46,256.1
